stationNumber,stationName,latitude,longitude,date,precip_in,hrrr_day1_in,hrrr_day2_in
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-06,0.73,0.6659838,0.42694697
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-07,0.03,0.11211343,0.10930636
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-08,0.58,0.7446224,0.512624
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-09,0.03,0.05506765,0.026340296
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-10,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-11,0.05,0.087621644,0.010506287
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-12,0.33,0.11610005,0.081173785
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-13,0.18,0.50600135,0.54236376
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-14,0.55,0.4860543,0.505797
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-15,0.11,0.035836004,0.0071031023
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-16,0.03,0.04605163,0.06019685
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-17,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-18,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-19,0.0,0.004099345,0.0022835736
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-20,0.0,0.029500077,0.017329289
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-21,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-22,0.08,0.10257971,0.1267394
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-23,0.0,0.11170054,0.21361339
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-24,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-25,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-26,0.01,0.014722846,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-27,0.6,1.0001482,1.2116177
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-28,0.0,0.0017679876,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-29,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-04-30,0.0,0.00011827063,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-01,0.0,0.0,0.00023654127
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-02,0.54,0.096779175,0.068439096
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-03,0.0,0.03222558,0.19923532
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-04,0.0,0.0002758768,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-05,0.14,0.0,0.48748624
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-06,0.01,0.20957953,0.2471455
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-07,0.06,0.5324441,0.33874795
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-08,0.0,0.0,0.019410376
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-09,0.0,0.0011784824,0.00055043364
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-10,1.29,1.260389,1.1865486
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-11,0.0,0.0037733086,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-12,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-13,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-14,0.0,3.9335548e-05,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-15,0.0,0.0031452598,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-16,0.0,0.9711434,0.022304311
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-17,0.0,0.0032643224,0.006957376
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-18,0.0,0.0008249905,0.008624516
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-19,0.0,0.00019641373,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-20,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-21,0.0,0.00055148965,0.01862129
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-22,0.01,0.0117233135,0.1959066
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-23,4.66,2.0066638,2.7158992
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-24,0.0,0.017523326,0.06871418
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-25,0.03,0.08284409,0.0056769904
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-26,0.0,0.018778896,0.020826193
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-27,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-28,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-29,0.14,0.049479365,0.13754874
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-30,0.05,0.078224406,0.26721773
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-05-31,0.19,0.12238873,0.4494052
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-01,0.0,0.6054538,0.66373694
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-02,0.0,7.8671095e-05,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-03,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-04,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-05,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-06,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-07,0.01,0.006685723,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-08,0.21,0.12645058,0.11714258
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-09,0.0,7.8671095e-05,0.00027455683
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-10,0.09,0.009915989,0.046754915
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-11,0.71,0.07355008,0.092952274
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-12,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-13,0.0,0.00019694172,0.00011800665
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-14,0.0,0.051135153,0.011080745
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-15,0.17,0.22705138,0.10039329
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-16,0.0,0.00011827063,0.0006293687
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-17,0.0,0.11599366,0.050798822
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-18,0.0,0.008140346,0.007357595
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-19,0.0,0.0154691655,0.11190224
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-20,0.0,0.00011827063,0.0007476394
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-21,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-22,0.0,0.0,0.34516704
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-23,0.0,0.0126887495,0.0066400515
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-24,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-25,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-26,0.0,0.0,0.1867071
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-27,0.0,0.0025576025,0.45145723
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-28,0.0,0.008414111,0.06934461
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-29,0.01,0.0046431785,0.08605298
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-06-30,0.0,0.00047308253,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-01,0.0,0.0007090958,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-02,0.01,0.027846664,0.67892045
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-03,0.0,0.008379527,0.019368136
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-04,0.04,0.058510173,0.1562017
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-05,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-06,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-07,0.0,0.0017706276,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-08,0.15,0.056935694,0.1950816
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-09,0.48,0.4624155,0.8735619
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-10,0.19,0.0131613035,0.06279326
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-11,0.17,0.5619545,0.40941915
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-12,0.0,0.003932499,0.00011827063
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-13,0.0,0.0023654127,0.005031254
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-14,0.0,0.0,0.014942491
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-19,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-20,0.0,7.8671095e-05,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-21,0.08,0.057545528,0.10539709
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-22,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-23,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-24,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-25,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-26,0.04,0.0842087,0.028084524
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-27,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-28,0.01,7.8671095e-05,0.6750267
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-29,0.0,0.00011800665,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-30,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-07-31,0.0,0.0,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-01,0.25,0.16236684,0.31340557
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-02,0.12,0.033293184,0.09164707
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-03,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-04,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-05,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-06,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-07,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-08,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-09,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-10,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-11,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-12,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-13,0.0,3.9335548e-05,0.00397553
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-14,0.0,0.0011795384,0.0027152086
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-15,0.0,0.0007880309,0.091781445
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-16,0.0,0.0,0.00082604645
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-17,0.0,3.9335548e-05,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-18,0.0,0.040541485,0.04205366
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-19,0.0,0.0,0.0007877669
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-20,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-21,1.44,0.392253,1.4719478
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-22,0.0,0.0059895627,0.1127457
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-23,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-24,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-25,0.0,0.0,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-26,0.02,0.020652218,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-27,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-28,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-29,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-30,0.36,0.57641125,0.027979454
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-08-31,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-01,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-02,0.0,0.0,0.00039282747
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-03,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-04,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-05,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-06,0.0,0.00039282747,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-07,0.03,0.048398033,0.003894483
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-08,0.83,0.25847203,1.113801
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-09,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-10,0.0,0.0016106454,0.14799036
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-11,0.0,0.0036605818,0.12176516
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-12,0.0,0.0,0.00011827063
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-13,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-14,0.0,0.0,0.018500907
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-15,0.0,0.0,0.00062884076
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-16,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-17,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-18,0.24,0.13478206,0.10847529
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-19,0.0,3.9335548e-05,0.00039282747
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-20,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-21,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-22,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-23,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-24,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-25,2.49,0.27448002,0.5133661
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-26,0.83,0.19746128,0.9784139
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-27,0.0,0.0,0.013420813
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-28,0.08,0.05353436,0.015552589
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-29,0.0,0.0011784824,0.0012220419
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-09-30,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-01,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-02,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-03,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-04,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-05,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-06,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-07,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-08,0.0,0.0,0.003548119
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-09,0.79,0.37680864,1.549282
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-10,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-11,0.0,0.000432163,0.0027497923
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-12,0.0,0.0,0.012398617
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-13,2.46,1.6991985,0.8266442
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-14,1.81,1.5579706,1.5647542
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-15,0.36,0.3042623,0.077338435
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-16,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-17,0.0,0.0014192476,0.062148843
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-18,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-19,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-20,0.0,7.8671095e-05,0.00039282747
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-21,0.83,0.72689134,0.4925465
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-22,0.0,0.0,0.007096238
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-23,0.02,0.012516887,0.063162066
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-24,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-25,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-26,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-27,0.0,0.0,0.00432955
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-28,0.02,0.024452455,0.057851236
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-29,0.02,0.0075875362,0.119703874
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-30,0.05,0.0058174366,0.056244023
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-10-31,2.07,1.3634284,2.217253
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-01,0.0,0.0,0.0088288495
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-02,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-03,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-04,0.35,0.10820496,0.6496268
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-05,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-06,0.01,3.9335548e-05,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-07,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-08,0.01,0.01819467,0.35045698
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-09,0.01,0.0313668,0.06392739
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-10,2.61,0.29509476,0.14084053
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-11,0.57,0.22797114,0.10168687
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-12,0.0,0.00047308253,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-13,0.0,0.0011827063,0.017171418
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-14,0.0,0.05003402,0.00039282747
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-15,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-16,0.72,0.58099604,0.47770062
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-17,0.0,3.9335548e-05,0.00031389238
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-18,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-19,0.0,0.0,0.0019303457
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-20,0.0,0.00011827063,0.11263298
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-21,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-22,0.01,0.0,0.00011800665
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-23,0.2,0.18620867,0.010503382
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-24,0.0,0.033949215,0.052871726
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-25,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-26,0.18,0.59266263,0.40608224
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-27,0.03,0.063684516,0.6989002
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-28,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-29,0.0,0.0,0.0003548119
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-11-30,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-01,0.2,0.28685698,0.2676718
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-02,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-03,1.06,0.950313,0.78202444
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-04,0.0,0.0011404669,0.0012558335
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-05,0.0,0.0,3.9335548e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-06,0.0,0.0002360133,0.0043686214
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-07,0.0,0.008447902,0.19649822
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-08,0.0,0.0,7.8671095e-05
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-09,0.0,0.0,0.00039335547
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-10,0.03,0.011991798,0.005913532
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-12,0.0,0.0,0.0024836834
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-13,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-14,0.17,0.17108059,0.11225362
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-15,0.16,0.25946572,0.29762408
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-16,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-17,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-18,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-19,0.11,0.0079114605,0.012300147
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-20,0.3,0.29159203,0.4835181
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-21,0.0,0.0,0.0
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-22,0.0,0.0,0.0015755338
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-23,0.0,0.0,0.017656116
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-24,0.14,0.16112895,0.28030562
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-25,0.0,0.06726563,0.051803593
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-26,0.0,0.0,0.0011827063
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-27,0.24,0.19536039,0.10709617
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-28,0.01,0.013451437,0.03504401
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-29,0.3,0.23395015,0.5748993
MA-BA-57,Falmouth 5.7 N,41.628365,-70.623234,2025-12-30,0.22,0.30320367,0.70707256
